Id,Name,Year,Gender,Count
1069453,Jessica,1990,F,46466
1069454,Ashley,1990,F,45549
1069455,Brittany,1990,F,36535
1069456,Amanda,1990,F,34406
1069457,Samantha,1990,F,25864
1069458,Sarah,1990,F,25808
1069459,Stephanie,1990,F,24856
1069460,Jennifer,1990,F,22221
1069461,Elizabeth,1990,F,20742
1069462,Lauren,1990,F,20498
1069463,Megan,1990,F,20255
1069464,Emily,1990,F,19358
1069465,Nicole,1990,F,17950
1069466,Kayla,1990,F,17536
1069467,Amber,1990,F,15863
1069468,Rachel,1990,F,15703
1069469,Courtney,1990,F,15377
1069470,Danielle,1990,F,14330
1069471,Heather,1990,F,14217
1069472,Melissa,1990,F,13996
1069473,Rebecca,1990,F,13670
1069474,Michelle,1990,F,13417
1069475,Tiffany,1990,F,13157
1069476,Chelsea,1990,F,12782
1069477,Christina,1990,F,11925
1069478,Katherine,1990,F,11617
1069479,Alyssa,1990,F,11261
1069480,Jasmine,1990,F,11033
1069481,Laura,1990,F,10908
1069482,Hannah,1990,F,10275
1069483,Kimberly,1990,F,10192
1069484,Kelsey,1990,F,9494
1069485,Victoria,1990,F,9104
1069486,Sara,1990,F,8972
1069487,Mary,1990,F,8664
1069488,Erica,1990,F,8603
1069489,Alexandra,1990,F,8506
1069490,Amy,1990,F,8456
1069491,Crystal,1990,F,8218
1069492,Andrea,1990,F,8210
1069493,Kelly,1990,F,8135
1069494,Kristen,1990,F,8073
1069495,Erin,1990,F,7985
1069496,Brittney,1990,F,7428
1069497,Anna,1990,F,7288
1069498,Taylor,1990,F,7256
1069499,Maria,1990,F,7181
1069500,Allison,1990,F,7130
1069501,Cassandra,1990,F,7053
1069502,Caitlin,1990,F,7025
1069503,Lindsey,1990,F,6782
1069504,Angela,1990,F,6664
1069505,Alicia,1990,F,6510
1069506,Jamie,1990,F,6510
1069507,Katie,1990,F,6510
1069508,Vanessa,1990,F,6405
1069509,Kathryn,1990,F,6350
1069510,Morgan,1990,F,6047
1069511,Jordan,1990,F,5954
1069512,Whitney,1990,F,5903
1069513,Brianna,1990,F,5678
1069514,Christine,1990,F,5673
1069515,Natalie,1990,F,5632
1069516,Lisa,1990,F,5344
1069517,Kristin,1990,F,5301
1069518,Alexis,1990,F,5255
1069519,Jacqueline,1990,F,5238
1069520,Shannon,1990,F,5185
1069521,Lindsay,1990,F,5036
1069522,Brooke,1990,F,4988
1069523,Catherine,1990,F,4892
1069524,Olivia,1990,F,4622
1069525,April,1990,F,4570
1069526,Erika,1990,F,4566
1069527,Katelyn,1990,F,4485
1069528,Monica,1990,F,4452
1069529,Kristina,1990,F,4390
1069530,Kaitlyn,1990,F,4312
1069531,Paige,1990,F,4112
1069532,Molly,1990,F,3964
1069533,Jenna,1990,F,3958
1069534,Leah,1990,F,3924
1069535,Julia,1990,F,3908
1069536,Bianca,1990,F,3826
1069537,Tara,1990,F,3821
1069538,Melanie,1990,F,3812
1069539,Marissa,1990,F,3806
1069540,Cynthia,1990,F,3794
1069541,Holly,1990,F,3771
1069542,Abigail,1990,F,3719
1069543,Meghan,1990,F,3693
1069544,Kathleen,1990,F,3669
1069545,Julie,1990,F,3655
1069546,Ariel,1990,F,3604
1069547,Alexandria,1990,F,3594
1069548,Veronica,1990,F,3588
1069549,Patricia,1990,F,3579
1069550,Diana,1990,F,3543
1069551,Gabrielle,1990,F,3541
1069552,Shelby,1990,F,3517
1069553,Kaitlin,1990,F,3472
1069554,Margaret,1990,F,3370
1069555,Brandi,1990,F,3340
1069556,Krystal,1990,F,3289
1069557,Natasha,1990,F,3267
1069558,Casey,1990,F,3261
1069559,Bethany,1990,F,3235
1069560,Haley,1990,F,3199
1069561,Briana,1990,F,3067
1069562,Kara,1990,F,3036
1069563,Rachael,1990,F,3028
1069564,Miranda,1990,F,2957
1069565,Breanna,1990,F,2952
1069566,Dana,1990,F,2932
1069567,Leslie,1990,F,2828
1069568,Caroline,1990,F,2817
1069569,Kendra,1990,F,2788
1069570,Sabrina,1990,F,2722
1069571,Angelica,1990,F,2717
1069572,Karen,1990,F,2713
1069573,Felicia,1990,F,2702
1069574,Jillian,1990,F,2677
1069575,Brenda,1990,F,2633
1069576,Ana,1990,F,2609
1069577,Desiree,1990,F,2575
1069578,Meagan,1990,F,2531
1069579,Katrina,1990,F,2479
1069580,Chelsey,1990,F,2447
1069581,Valerie,1990,F,2427
1069582,Emma,1990,F,2415
1069583,Nancy,1990,F,2384
1069584,Monique,1990,F,2362
1069585,Alison,1990,F,2361
1069586,Alisha,1990,F,2343
1069587,Sandra,1990,F,2343
1069588,Britney,1990,F,2293
1069589,Brandy,1990,F,2263
1069590,Joanna,1990,F,2230
1069591,Gina,1990,F,2208
1069592,Grace,1990,F,2186
1069593,Sierra,1990,F,2168
1069594,Candace,1990,F,2164
1069595,Jaclyn,1990,F,2155
1069596,Adriana,1990,F,2149
1069597,Krista,1990,F,2143
1069598,Alexa,1990,F,2131
1069599,Candice,1990,F,2116
1069600,Lacey,1990,F,2047
1069601,Rebekah,1990,F,2041
1069602,Sydney,1990,F,2026
1069603,Nichole,1990,F,1992
1069604,Denise,1990,F,1955
1069605,Dominique,1990,F,1945
1069606,Ashlee,1990,F,1941
1069607,Anne,1990,F,1926
1069608,Yesenia,1990,F,1922
1069609,Kirsten,1990,F,1869
1069610,Deanna,1990,F,1854
1069611,Claire,1990,F,1851
1069612,Colleen,1990,F,1807
1069613,Audrey,1990,F,1797
1069614,Mallory,1990,F,1782
1069615,Carly,1990,F,1777
1069616,Tabitha,1990,F,1765
1069617,Cristina,1990,F,1762
1069618,Raven,1990,F,1758
1069619,Priscilla,1990,F,1753
1069620,Stacey,1990,F,1735
1069621,Carolyn,1990,F,1714
1069622,Carrie,1990,F,1707
1069623,Kiara,1990,F,1690
1069624,Susan,1990,F,1685
1069625,Stacy,1990,F,1668
1069626,Angel,1990,F,1663
1069627,Linda,1990,F,1660
1069628,Mercedes,1990,F,1654
1069629,Autumn,1990,F,1652
1069630,Ashleigh,1990,F,1623
1069631,Kylie,1990,F,1612
1069632,Teresa,1990,F,1610
1069633,Gabriela,1990,F,1603
1069634,Kelli,1990,F,1603
1069635,Caitlyn,1990,F,1585
1069636,Renee,1990,F,1572
1069637,Arielle,1990,F,1569
1069638,Cindy,1990,F,1567
1069639,Ebony,1990,F,1567
1069640,Justine,1990,F,1565
1069641,Karina,1990,F,1561
1069642,Meredith,1990,F,1555
1069643,Bridget,1990,F,1545
1069644,Hillary,1990,F,1524
1069645,Daisy,1990,F,1520
1069646,Amelia,1990,F,1511
1069647,Mayra,1990,F,1502
1069648,Theresa,1990,F,1500
1069649,Madeline,1990,F,1492
1069650,Claudia,1990,F,1490
1069651,Sasha,1990,F,1488
1069652,Heidi,1990,F,1465
1069653,Robin,1990,F,1412
1069654,Destiny,1990,F,1408
1069655,Madison,1990,F,1408
1069656,Lydia,1990,F,1405
1069657,Savannah,1990,F,1401
1069658,Wendy,1990,F,1398
1069659,Barbara,1990,F,1388
1069660,Melinda,1990,F,1381
1069661,Tamara,1990,F,1378
1069662,Ellen,1990,F,1377
1069663,Alejandra,1990,F,1376
1069664,Chloe,1990,F,1369
1069665,Marie,1990,F,1340
1069666,Jenny,1990,F,1338
1069667,Virginia,1990,F,1335
1069668,Kasey,1990,F,1331
1069669,Jocelyn,1990,F,1317
1069670,Carmen,1990,F,1315
1069671,Jade,1990,F,1312
1069672,Evelyn,1990,F,1301
1069673,Jacquelyn,1990,F,1299
1069674,Abby,1990,F,1293
1069675,Janet,1990,F,1281
1069676,Martha,1990,F,1266
1069677,Tracy,1990,F,1266
1069678,Cortney,1990,F,1261
1069679,Bailey,1990,F,1259
1069680,Ariana,1990,F,1254
1069681,Cassie,1990,F,1253
1069682,Brittani,1990,F,1220
1069683,Jasmin,1990,F,1218
1069684,Hilary,1990,F,1216
1069685,Kaylee,1990,F,1211
1069686,Cara,1990,F,1210
1069687,Adrienne,1990,F,1209
1069688,Allyson,1990,F,1198
1069689,Kristine,1990,F,1196
1069690,Pamela,1990,F,1195
1069691,Raquel,1990,F,1189
1069692,Tina,1990,F,1180
1069693,Gloria,1990,F,1179
1069694,Rosa,1990,F,1175
1069695,Camille,1990,F,1170
1069696,Michele,1990,F,1164
1069697,Tiara,1990,F,1161
1069698,Tasha,1990,F,1154
1069699,Mackenzie,1990,F,1150
1069700,Kristy,1990,F,1133
1069701,Ann,1990,F,1125
1069702,Sophia,1990,F,1125
1069703,Shawna,1990,F,1124
1069704,Tanya,1990,F,1118
1069705,Jessie,1990,F,1116
1069706,Latoya,1990,F,1116
1069707,Marisa,1990,F,1110
1069708,Kari,1990,F,1107
1069709,Carissa,1990,F,1105
1069710,Janelle,1990,F,1104
1069711,Mariah,1990,F,1102
1069712,Nina,1990,F,1101
1069713,Angelina,1990,F,1099
1069714,Deborah,1990,F,1094
1069715,Carla,1990,F,1090
1069716,Kellie,1990,F,1087
1069717,Elise,1990,F,1071
1069718,Hope,1990,F,1055
1069719,Hayley,1990,F,1052
1069720,Cierra,1990,F,1042
1069721,Kristi,1990,F,1041
1069722,Kate,1990,F,1035
1069723,Summer,1990,F,1022
1069724,Aimee,1990,F,1019
1069725,Chelsie,1990,F,1014
1069726,Sharon,1990,F,1008
1069727,Toni,1990,F,1005
1069728,Karla,1990,F,1001
1069729,Alissa,1990,F,997
1069730,Devon,1990,F,996
1069731,Misty,1990,F,996
1069732,Regina,1990,F,991
1069733,Jeanette,1990,F,989
1069734,Nikki,1990,F,984
1069735,Esther,1990,F,981
1069736,Miriam,1990,F,980
1069737,Tatiana,1990,F,979
1069738,Christy,1990,F,974
1069739,Charlotte,1990,F,959
1069740,Maggie,1990,F,958
1069741,Stefanie,1990,F,957
1069742,Tessa,1990,F,955
1069743,Ruby,1990,F,953
1069744,Gabriella,1990,F,945
1069745,Hailey,1990,F,945
1069746,Ciara,1990,F,944
1069747,Callie,1990,F,941
1069748,Faith,1990,F,940
1069749,Paula,1990,F,940
1069750,Aubrey,1990,F,936
1069751,Asia,1990,F,924
1069752,Naomi,1990,F,921
1069753,Jazmine,1990,F,916
1069754,Jazmin,1990,F,910
1069755,Carolina,1990,F,908
1069756,Tia,1990,F,908
1069757,Ruth,1990,F,906
1069758,Trisha,1990,F,905
1069759,Rose,1990,F,901
1069760,Kelley,1990,F,887
1069761,Robyn,1990,F,886
1069762,Jaime,1990,F,882
1069763,Michaela,1990,F,878
1069764,Kassandra,1990,F,873
1069765,Karissa,1990,F,871
1069766,Sonia,1990,F,867
1069767,Melody,1990,F,864
1069768,Christian,1990,F,863
1069769,Devin,1990,F,861
1069770,Donna,1990,F,861
1069771,Helen,1990,F,861
1069772,Brianne,1990,F,857
1069773,Kelsie,1990,F,856
1069774,Clarissa,1990,F,853
1069775,Lori,1990,F,852
1069776,Marina,1990,F,851
1069777,Adrianna,1990,F,850
1069778,Cecilia,1990,F,847
1069779,Shaniqua,1990,F,842
1069780,Guadalupe,1990,F,836
1069781,Rachelle,1990,F,834
1069782,Jill,1990,F,833
1069783,Ashton,1990,F,832
1069784,Cheyenne,1990,F,832
1069785,Annie,1990,F,820
1069786,Sylvia,1990,F,818
1069787,Taryn,1990,F,806
1069788,Roxanne,1990,F,802
1069789,Shayla,1990,F,799
1069790,Randi,1990,F,794
1069791,Isabel,1990,F,785
1069792,Leticia,1990,F,781
1069793,Mia,1990,F,780
1069794,Eva,1990,F,778
1069795,Hanna,1990,F,778
1069796,Katlyn,1990,F,778
1069797,Alice,1990,F,771
1069798,Jane,1990,F,771
1069799,Simone,1990,F,767
1069800,Elisabeth,1990,F,766
1069801,Carol,1990,F,764
1069802,Shana,1990,F,762
1069803,Frances,1990,F,759
1069804,Tierra,1990,F,756
1069805,Elena,1990,F,755
1069806,Antoinette,1990,F,753
1069807,Lacy,1990,F,753
1069808,Ericka,1990,F,749
1069809,Brittni,1990,F,746
1069810,Latasha,1990,F,741
1069811,Alyson,1990,F,740
1069812,Dawn,1990,F,740
1069813,Yvette,1990,F,739
1069814,Chantel,1990,F,738
1069815,Diane,1990,F,730
1069816,Shauna,1990,F,730
1069817,Tonya,1990,F,725
1069818,Liliana,1990,F,722
1069819,Lillian,1990,F,722
1069820,Meaghan,1990,F,722
1069821,Alana,1990,F,720
1069822,Suzanne,1990,F,715
1069823,Yvonne,1990,F,712
1069824,Christa,1990,F,706
1069825,Chasity,1990,F,704
1069826,Johanna,1990,F,699
1069827,Joy,1990,F,697
1069828,Kristie,1990,F,696
1069829,Rochelle,1990,F,696
1069830,Katelynn,1990,F,695
1069831,Bonnie,1990,F,694
1069832,Sandy,1990,F,694
1069833,Daniela,1990,F,690
1069834,Lorena,1990,F,690
1069835,Anastasia,1990,F,688
1069836,Lyndsey,1990,F,687
1069837,Irene,1990,F,685
1069838,Alma,1990,F,683
1069839,Tanisha,1990,F,681
1069840,Keri,1990,F,678
1069841,Leanna,1990,F,675
1069842,Marlene,1990,F,670
1069843,Yolanda,1990,F,669
1069844,Beth,1990,F,663
1069845,Blanca,1990,F,662
1069846,Charlene,1990,F,660
1069847,Maribel,1990,F,660
1069848,Nadia,1990,F,659
1069849,Keisha,1990,F,657
1069850,Celeste,1990,F,653
1069851,Maya,1990,F,651
1069852,Marisol,1990,F,650
1069853,Katharine,1990,F,647
1069854,Kourtney,1990,F,646
1069855,Larissa,1990,F,646
1069856,Anita,1990,F,642
1069857,Corinne,1990,F,642
1069858,Kendall,1990,F,642
1069859,Casandra,1990,F,641
1069860,Shaina,1990,F,639
1069861,Elaine,1990,F,631
1069862,Alysha,1990,F,630
1069863,Arianna,1990,F,629
1069864,Shayna,1990,F,628
1069865,Sheila,1990,F,626
1069866,Kayleigh,1990,F,619
1069867,Cheryl,1990,F,616
1069868,Tabatha,1990,F,614
1069869,Iris,1990,F,608
1069870,Brenna,1990,F,605
1069871,Chanel,1990,F,604
1069872,Stacie,1990,F,603
1069873,Elisa,1990,F,601
1069874,Kylee,1990,F,601
1069875,Mindy,1990,F,600
1069876,Tiana,1990,F,600
1069877,Esmeralda,1990,F,599
1069878,Dorothy,1990,F,596
1069879,Kyla,1990,F,596
1069880,Juliana,1990,F,595
1069881,Diamond,1990,F,591
1069882,Shanna,1990,F,589
1069883,Nora,1990,F,586
1069884,Marilyn,1990,F,582
1069885,Kierra,1990,F,581
1069886,Infant,1990,F,580
1069887,Josephine,1990,F,578
1069888,Kaila,1990,F,576
1069889,Kerri,1990,F,574
1069890,Christie,1990,F,573
1069891,Staci,1990,F,571
1069892,Bridgette,1990,F,569
1069893,Alaina,1990,F,567
1069894,Stephany,1990,F,564
1069895,Ciera,1990,F,559
1069896,Kali,1990,F,558
1069897,Julianne,1990,F,557
1069898,Kerry,1990,F,554
1069899,Jalisa,1990,F,553
1069900,Vivian,1990,F,552
1069901,Lucy,1990,F,550
1069902,Sally,1990,F,550
1069903,Tammy,1990,F,549
1069904,Precious,1990,F,547
1069905,Judith,1990,F,544
1069906,Debra,1990,F,543
1069907,Sadie,1990,F,541
1069908,Tiffani,1990,F,539
1069909,Kirstie,1990,F,537
1069910,Charity,1990,F,536
1069911,Alisa,1990,F,533
1069912,Margarita,1990,F,530
1069913,Eileen,1990,F,529
1069914,Krystle,1990,F,529
1069915,Noelle,1990,F,529
1069916,Mollie,1990,F,528
1069917,Francesca,1990,F,527
1069918,Mandy,1990,F,526
1069919,Tori,1990,F,526
1069920,Leigh,1990,F,522
1069921,Sheena,1990,F,522
1069922,Beatriz,1990,F,521
1069923,Cassidy,1990,F,521
1069924,Patrice,1990,F,521
1069925,Alanna,1990,F,520
1069926,Jodi,1990,F,518
1069927,Traci,1990,F,516
1069928,Ashlie,1990,F,514
1069929,Janice,1990,F,513
1069930,Joyce,1990,F,512
1069931,Natalia,1990,F,511
1069932,Desirae,1990,F,508
1069933,Jordyn,1990,F,508
1069934,Abbey,1990,F,507
1069935,Connie,1990,F,506
1069936,Darlene,1990,F,505
1069937,Genevieve,1990,F,501
1069938,India,1990,F,500
1069939,Maritza,1990,F,500
1069940,Blair,1990,F,499
1069941,Tania,1990,F,498
1069942,Mckenzie,1990,F,497
1069943,Britany,1990,F,496
1069944,Tracey,1990,F,496
1069945,Latisha,1990,F,495
1069946,Norma,1990,F,494
1069947,Tricia,1990,F,493
1069948,Kelsi,1990,F,492
1069949,Maureen,1990,F,491
1069950,Breanne,1990,F,488
1069951,Shantel,1990,F,486
1069952,Angelia,1990,F,484
1069953,Daniella,1990,F,483
1069954,Janae,1990,F,480
1069955,Kathy,1990,F,478
1069956,Zoe,1990,F,478
1069957,Serena,1990,F,477
1069958,Constance,1990,F,475
1069959,Jaimie,1990,F,475
1069960,Mariana,1990,F,473
1069961,Rosemary,1990,F,472
1069962,Shirley,1990,F,472
1069963,Annette,1990,F,470
1069964,Nicolette,1990,F,470
1069965,Sonya,1990,F,470
1069966,Katy,1990,F,469
1069967,Clara,1990,F,466
1069968,Lea,1990,F,465
1069969,Loren,1990,F,463
1069970,Kacie,1990,F,460
1069971,Kristyn,1990,F,459
1069972,Cristal,1990,F,458
1069973,Jami,1990,F,458
1069974,Alycia,1990,F,457
1069975,Beverly,1990,F,456
1069976,Jackie,1990,F,455
1069977,Lena,1990,F,452
1069978,Ryan,1990,F,451
1069979,Elyse,1990,F,449
1069980,Kira,1990,F,449
1069981,Gladys,1990,F,448
1069982,Juanita,1990,F,448
1069983,Kaleigh,1990,F,448
1069984,Laurel,1990,F,447
1069985,Isamar,1990,F,446
1069986,Leanne,1990,F,446
1069987,Tyler,1990,F,445
1069988,Ashly,1990,F,444
1069989,Justina,1990,F,444
1069990,Lara,1990,F,442
1069991,Mara,1990,F,442
1069992,Jacklyn,1990,F,440
1069993,Lesley,1990,F,440
1069994,Paris,1990,F,439
1069995,Kala,1990,F,438
1069996,Carina,1990,F,435
1069997,Breana,1990,F,433
1069998,Jana,1990,F,433
1069999,Rita,1990,F,433
1070000,Rocio,1990,F,433
1070001,Whitley,1990,F,432
1070002,Cayla,1990,F,431
1070003,Brandie,1990,F,429
1070004,Brittanie,1990,F,429
1070005,Chantal,1990,F,428
1070006,Terri,1990,F,426
1070007,Eliza,1990,F,424
1070008,Araceli,1990,F,423
1070009,Edith,1990,F,423
1070010,Susana,1990,F,423
1070011,Alexia,1990,F,422
1070012,Ashlyn,1990,F,419
1070013,Joanne,1990,F,418
1070014,Skylar,1990,F,418
1070015,Jena,1990,F,417
1070016,Kirstin,1990,F,413
1070017,Shelly,1990,F,413
1070018,Kiera,1990,F,412
1070019,Aisha,1990,F,410
1070020,Katelin,1990,F,409
1070021,Paulina,1990,F,408
1070022,Kyra,1990,F,407
1070023,Sade,1990,F,407
1070024,Betty,1990,F,406
1070025,Tamika,1990,F,404
1070026,Cecily,1990,F,403
1070027,Tess,1990,F,403
1070028,Judy,1990,F,402
1070029,Madeleine,1990,F,402
1070030,Maegan,1990,F,402
1070031,Allie,1990,F,400
1070032,Lucia,1990,F,399
1070033,Sherry,1990,F,399
1070034,Lynn,1990,F,398
1070035,Maricela,1990,F,398
1070036,Lily,1990,F,397
1070037,Angie,1990,F,395
1070038,Jennie,1990,F,394
1070039,Emilee,1990,F,392
1070040,Celia,1990,F,391
1070041,Lakeisha,1990,F,391
1070042,Genesis,1990,F,390
1070043,Noemi,1990,F,389
1070044,Brittny,1990,F,388
1070045,Keshia,1990,F,385
1070046,Dianna,1990,F,384
1070047,Jayme,1990,F,381
1070048,Dakota,1990,F,380
1070049,Maranda,1990,F,380
1070050,Eleanor,1990,F,378
1070051,Savanna,1990,F,378
1070052,Jessika,1990,F,377
1070053,Kaley,1990,F,377
1070054,Adrian,1990,F,376
1070055,Kailey,1990,F,376
1070056,Luz,1990,F,375
1070057,Rhonda,1990,F,373
1070058,Sophie,1990,F,373
1070059,Talia,1990,F,373
1070060,Britni,1990,F,370
1070061,Jerrica,1990,F,370
1070062,Silvia,1990,F,370
1070063,Hollie,1990,F,369
1070064,Logan,1990,F,368
1070065,Shante,1990,F,368
1070066,Kenya,1990,F,366
1070067,Marisela,1990,F,366
1070068,Christin,1990,F,365
1070069,Emilie,1990,F,365
1070070,Octavia,1990,F,365
1070071,Josie,1990,F,363
1070072,Kaci,1990,F,362
1070073,Kiersten,1990,F,362
1070074,Fatima,1990,F,361
1070075,Jenifer,1990,F,359
1070076,Lizbeth,1990,F,358
1070077,Belinda,1990,F,357
1070078,Lizette,1990,F,357
1070079,Gretchen,1990,F,356
1070080,Katlin,1990,F,356
1070081,Kristian,1990,F,356
1070082,Bryanna,1990,F,355
1070083,Janette,1990,F,355
1070084,Terra,1990,F,355
1070085,Yadira,1990,F,355
1070086,Angelique,1990,F,354
1070087,Ashely,1990,F,354
1070088,Perla,1990,F,354
1070089,Racheal,1990,F,354
1070090,Bobbie,1990,F,351
1070091,Danica,1990,F,351
1070092,Dayna,1990,F,351
1070093,Macy,1990,F,351
1070094,Lacie,1990,F,349
1070095,Maura,1990,F,349
1070096,Alysia,1990,F,348
1070097,Corina,1990,F,348
1070098,Elisha,1990,F,348
1070099,Sofia,1990,F,348
1070100,Jesse,1990,F,347
1070101,Laurie,1990,F,344
1070102,Christen,1990,F,343
1070103,Kacey,1990,F,343
1070104,Stevie,1990,F,343
1070105,Alexandrea,1990,F,341
1070106,Lorraine,1990,F,341
1070107,Kaitlynn,1990,F,340
1070108,Clare,1990,F,338
1070109,Jaleesa,1990,F,338
1070110,Julianna,1990,F,338
1070111,Antonia,1990,F,337
1070112,Janine,1990,F,337
1070113,Nikita,1990,F,337
1070114,Nathalie,1990,F,332
1070115,Yessenia,1990,F,329
1070116,Alina,1990,F,326
1070117,Paola,1990,F,326
1070118,Janie,1990,F,323
1070119,Kimberley,1990,F,323
1070120,Viviana,1990,F,322
1070121,Devan,1990,F,321
1070122,Kasandra,1990,F,321
1070123,Audra,1990,F,320
1070124,Rhiannon,1990,F,320
1070125,Corey,1990,F,319
1070126,Janessa,1990,F,318
1070127,Yasmin,1990,F,317
1070128,Cameron,1990,F,316
1070129,Kortney,1990,F,316
1070130,Kaylyn,1990,F,315
1070131,Alecia,1990,F,314
1070132,Arlene,1990,F,314
1070133,Gwendolyn,1990,F,314
1070134,Abbie,1990,F,313
1070135,Valeria,1990,F,313
1070136,Irma,1990,F,312
1070137,Joann,1990,F,312
1070138,Roxana,1990,F,311
1070139,Brittaney,1990,F,309
1070140,Ali,1990,F,308
1070141,Skye,1990,F,308
1070142,Kristal,1990,F,307
1070143,Shanae,1990,F,307
1070144,Tiffanie,1990,F,307
1070145,Alesha,1990,F,306
1070146,Leann,1990,F,306
1070147,Nadine,1990,F,306
1070148,Amie,1990,F,305
1070149,Eden,1990,F,305
1070150,Chrystal,1990,F,304
1070151,Domonique,1990,F,302
1070152,Lauryn,1990,F,302
1070153,Myra,1990,F,301
1070154,Latifah,1990,F,300
1070155,Celina,1990,F,299
1070156,Cori,1990,F,299
1070157,Giselle,1990,F,299
1070158,Shelley,1990,F,298
1070159,Allyssa,1990,F,296
1070160,Krysta,1990,F,296
1070161,Tayler,1990,F,296
1070162,Kimberlee,1990,F,295
1070163,Mikayla,1990,F,295
1070164,Tianna,1990,F,295
1070165,Brittnee,1990,F,294
1070166,Lyndsay,1990,F,294
1070167,Aurora,1990,F,293
1070168,Kanisha,1990,F,293
1070169,Kaylin,1990,F,292
1070170,Georgia,1990,F,291
1070171,Janay,1990,F,291
1070172,Beatrice,1990,F,290
1070173,Ashli,1990,F,289
1070174,Britny,1990,F,289
1070175,Chantelle,1990,F,289
1070176,Rebeca,1990,F,289
1070177,Shanice,1990,F,289
1070178,Reyna,1990,F,288
1070179,Shanika,1990,F,288
1070180,Cassondra,1990,F,287
1070181,Griselda,1990,F,287
1070182,Jerica,1990,F,286
1070183,Athena,1990,F,285
1070184,Iesha,1990,F,285
1070185,Porsha,1990,F,285
1070186,Rubi,1990,F,285
1070187,Madelyn,1990,F,284
1070188,Iliana,1990,F,283
1070189,Skyler,1990,F,283
1070190,Stefani,1990,F,282
1070191,Bernadette,1990,F,281
1070192,Betsy,1990,F,281
1070193,Ingrid,1990,F,281
1070194,Chandra,1990,F,280
1070195,Debbie,1990,F,280
1070196,Elissa,1990,F,279
1070197,Trista,1990,F,279
1070198,Deja,1990,F,278
1070199,Anabel,1990,F,277
1070200,Kandice,1990,F,277
1070201,Kassie,1990,F,277
1070202,Latrice,1990,F,277
1070203,Michael,1990,F,277
1070204,Dina,1990,F,276
1070205,Kiley,1990,F,276
1070206,Kandace,1990,F,275
1070207,Krystina,1990,F,275
1070208,Martika,1990,F,273
1070209,Pauline,1990,F,273
1070210,Kiana,1990,F,272
1070211,Marcella,1990,F,272
1070212,Princess,1990,F,272
1070213,Carley,1990,F,271
1070214,Chelsi,1990,F,271
1070215,Joan,1990,F,269
1070216,Selina,1990,F,269
1070217,Daphne,1990,F,268
1070218,Keely,1990,F,267
1070219,Lora,1990,F,267
1070220,Tiera,1990,F,267
1070221,Ivy,1990,F,266
1070222,Jeannette,1990,F,266
1070223,Bobbi,1990,F,265
1070224,Jean,1990,F,265
1070225,Breann,1990,F,264
1070226,Felisha,1990,F,264
1070227,Hallie,1990,F,264
1070228,Melisa,1990,F,264
1070229,Mikaela,1990,F,264
1070230,Julissa,1990,F,263
1070231,Kelsea,1990,F,262
1070232,Selena,1990,F,262
1070233,Kathrine,1990,F,260
1070234,Darcy,1990,F,258
1070235,Olga,1990,F,258
1070236,Adrianne,1990,F,257
1070237,Kim,1990,F,257
1070238,Monika,1990,F,257
1070239,Phylicia,1990,F,257
1070240,Laci,1990,F,256
1070241,Jaqueline,1990,F,255
1070242,Joelle,1990,F,255
1070243,Marquita,1990,F,255
1070244,Noel,1990,F,255
1070245,Kori,1990,F,254
1070246,Jolene,1990,F,253
1070247,Mai,1990,F,253
1070248,Eboni,1990,F,252
1070249,Moriah,1990,F,252
1070250,Latonya,1990,F,251
1070251,Liana,1990,F,251
1070252,Makayla,1990,F,251
1070253,Alex,1990,F,250
1070254,Avery,1990,F,250
1070255,Leandra,1990,F,250
1070256,Maira,1990,F,250
1070257,Marla,1990,F,250
1070258,Kaylie,1990,F,249
1070259,Lana,1990,F,249
1070260,Kaela,1990,F,248
1070261,Delia,1990,F,246
1070262,Tanesha,1990,F,246
1070263,Micaela,1990,F,245
1070264,Juana,1990,F,244
1070265,Leeann,1990,F,243
1070266,Elaina,1990,F,242
1070267,Elsa,1990,F,242
1070268,Valencia,1990,F,242
1070269,Alyse,1990,F,241
1070270,Ayla,1990,F,241
1070271,Charmaine,1990,F,240
1070272,Lynette,1990,F,239
1070273,Mariela,1990,F,239
1070274,Symone,1990,F,239
1070275,Gillian,1990,F,238
1070276,Laquita,1990,F,238
1070277,Melina,1990,F,238
1070278,Rikki,1990,F,238
1070279,Riley,1990,F,238
1070280,Kyle,1990,F,237
1070281,Sonja,1990,F,237
1070282,Alessandra,1990,F,236
1070283,Jamila,1990,F,236
1070284,Martina,1990,F,236
1070285,Tyesha,1990,F,236
1070286,Billie,1990,F,235
1070287,Janna,1990,F,235
1070288,Krysten,1990,F,235
1070289,Nikole,1990,F,235
1070290,Teri,1990,F,235
1070291,Bridgett,1990,F,234
1070292,Ella,1990,F,234
1070293,Portia,1990,F,234
1070294,Tameka,1990,F,234
1070295,Brittnie,1990,F,233
1070296,Christiana,1990,F,233
1070297,Deidra,1990,F,233
1070298,Destinee,1990,F,232
1070299,Kaycee,1990,F,232
1070300,Susanna,1990,F,232
1070301,Cecelia,1990,F,231
1070302,Fabiola,1990,F,231
1070303,Geneva,1990,F,231
1070304,Ivana,1990,F,231
1070305,Kalyn,1990,F,231
1070306,Aileen,1990,F,230
1070307,Becky,1990,F,230
1070308,Cora,1990,F,230
1070309,Doris,1990,F,230
1070310,Heaven,1990,F,230
1070311,Ivette,1990,F,230
