,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,normalized_price
0,2265,Zen-East in the Heart of Austin,2466,Paddy,,78702,30.277500166425124,-97.71397539807082,Entire home/apt,200,2,22,2018-05-28,0.19,3,62,0.27404718693284935
1,5245,"Green, Colorful, Clean &  Cozy home",2466,Paddy,,78702,30.275773562681064,-97.71379268080736,Private room,125,2,9,2018-03-14,0.08,3,163,0.13793103448275862
2,5456,"Walk to 6th, Rainey St and Convention Ctr",8028,Sylvia,,78702,30.26111594777699,-97.7344828448813,Entire home/apt,95,2,450,2018-09-08,3.88,1,300,0.08348457350272233
3,6413,Gem of a Studio near Downtown,13879,Todd,,78704,30.24829103402697,-97.7372619766628,Entire home/apt,99,3,75,2018-04-30,0.7,1,37,0.09074410163339383
4,6448,Secluded Studio in 78704 (Zilker),14156,Amy,,78704,30.26027321597547,-97.76502893291756,Entire home/apt,129,3,187,2018-09-03,2.19,1,165,0.14519056261343014
5,14765,"30's Cottage, Trav Height, SoCo, mins to Downtown",57982,Charla,,78704,30.25015000579444,-97.74190244276241,Entire home/apt,260,2,40,2018-05-28,0.6,1,354,0.38294010889292196
6,14913,Blue Boy Club House / Music Venue,58635,Steven,,78748,30.156451818347694,-97.82411380406157,Entire home/apt,300,1,25,2018-08-26,0.46,1,364,0.455535390199637
7,21126,Explore Travis Heights from a Mid-Century Retreat,80406,Dani,,78704,30.24503145875851,-97.74075434877605,Entire home/apt,550,1,61,2018-07-29,0.89,11,133,0.9092558983666061
8,21145,"Central, Pet Friendly, Private Pool, Non Smoking",80511,April,,78705,30.29422337500771,-97.74618066924437,Entire home/apt,200,2,27,2018-07-31,0.86,1,138,0.27404718693284935
9,22166,Close in Hill country views NW ,84906,Stacey,,78759,30.389573310608988,-97.76215610149508,Entire home/apt,155,30,9,2015-07-04,0.09,1,254,0.19237749546279492
10,22828,Garage Apartment near S Congress,56488,David,,78741,30.23564410896854,-97.73146426884428,Entire home/apt,49,31,33,2018-07-15,0.32,1,231,0.0
11,22982,Private Clarksville 2-1/Sleeps Six,89031,Gina,,78703,30.280273477972145,-97.75595562290295,Entire home/apt,100,2,103,2018-08-14,1.0,1,281,0.0925589836660617
12,27632,Clarksville Condo - Minutes to DT!,119441,Angele,,78703,30.277224807676173,-97.76087567380188,Entire home/apt,100,2,84,2018-09-03,0.86,1,324,0.0925589836660617
13,32396,South Austin Comfort,140174,Tiffany,,78749,30.20272666958141,-97.84438945512736,Entire home/apt,55,1,9,2012-10-02,0.09,1,0,0.010889292196007259
14,39152,ACL South Austin Cosmic Groove :~>,167892,Veronica,,78704,30.25671492332934,-97.7541227304154,Entire home/apt,160,3,179,2018-03-18,1.83,3,31,0.2014519056261343
15,39993,Tiny Tarrytown Apartment,210965,Susan And Anthony,,78703,30.29995524978415,-97.77832323903101,Entire home/apt,59,2,65,2018-09-09,1.18,2,195,0.018148820326678767
16,46929,Sunny Central Austin Apartment,210965,Susan And Anthony,,78703,30.30038193833905,-97.77885789311449,Entire home/apt,105,2,322,2018-09-04,3.34,2,140,0.10163339382940109
17,47572,Harmonious Room in  North Austin,215917,Belinda,,78758,30.37641321248438,-97.70925518131334,Private room,54,3,0,,,1,321,0.009074410163339383
18,50318,Scooby Doo House,12409,Flip,,78705,30.286254470588627,-97.75022346516182,Entire home/apt,100,5,27,2017-04-01,0.28,2,148,0.0925589836660617
19,50334,Villa in Central Austin for ACL!,230747,Suzanne,,78703,30.28270570799269,-97.75880877995328,Entire home/apt,300,7,3,2015-03-18,0.03,1,365,0.455535390199637
20,52874,"Charming Studio South Austin,Tx.",245318,Jill,,78704,30.24629309430725,-97.7473902934433,Entire home/apt,150,6,27,2018-04-22,0.28,1,40,0.18330308529945555
21,56690,STUDIO IN SOCO.  BEST LOCATION!,268988,Stephanie,,78704,30.244400599177087,-97.75120507133877,Entire home/apt,150,2,139,2018-09-03,1.52,2,70,0.18330308529945555
22,57187,"Zilker Park, Fun, Funky, Colorful, Peaceful Haven",272156,Lois,,78704,30.255959401457353,-97.7686625315877,Entire home/apt,99,1,507,2018-09-05,5.41,2,245,0.09074410163339383
23,57272,12th&Guadalupe 1bd 1bath Downtown  ,272500,Dk,,78701,30.276423031441787,-97.74318746333692,Entire home/apt,100,30,13,2014-05-18,0.14,1,158,0.0925589836660617
24,62279,Tarrytown bungalow minutes to SXSW!!,303006,Paula,,78703,30.297166045674963,-97.7710200559046,Entire home/apt,249,3,0,,,1,365,0.3629764065335753
25,68130,Hyde Park Flat - Bamboo Floors,336916,Drew,,78751,30.31170901880081,-97.72455294222065,Entire home/apt,89,2,368,2018-08-27,3.95,1,92,0.07259528130671507
26,69303,"Huge Zilker Park Townhome-Colorful, Fun Location",272156,Lois,,78704,30.26070211433696,-97.77194316563528,Entire home/apt,145,1,39,2018-09-09,0.43,2,240,0.17422867513611615
27,69352,Enchanting Zilker Cottage~Downtown,347068,Particular Properties,,78704,30.257753811929465,-97.763540690301,Entire home/apt,89,2,390,2018-05-24,4.19,2,2,0.07259528130671507
28,69810,"Live Beneath Live Oaks in a Bright, Intimate House",82762,Dolina,,78704,30.23151672060043,-97.76433617903368,Entire home/apt,110,2,349,2018-09-09,3.8,1,239,0.11070780399274047
29,70258,South 1st Garage Apartment - Ideally Central,355348,Jason,,78704,30.23616149034908,-97.764460535441,Entire home/apt,150,1,12,2018-09-03,1.0,1,163,0.18330308529945555
30,70659,Private Cottage-Near UT/Hyde Park,359112,Sara,,78722,30.29120036049955,-97.71955952546881,Entire home/apt,110,2,202,2018-09-09,2.19,2,347,0.11070780399274047
31,70812,1 Bedroom Apt; Above the Studio,268988,Stephanie,,78704,30.245013066252607,-97.74985829866188,Entire home/apt,150,2,117,2018-09-04,1.28,2,74,0.18330308529945555
32,72318,King Size Bedroom w Balcony / Top Floor,374529,Alyson & Max,,78704,30.253197288154322,-97.77890917140327,Private room,125,3,37,2018-04-30,0.41,4,52,0.13793103448275862
33,72633,Architect Designed - Great Location,377037,Becca,,78704,30.246040563557855,-97.75328701342384,Entire home/apt,470,2,37,2018-03-18,0.41,1,363,0.764065335753176
34,72706,"Great, Central SoCo Cottage!",377618,Susan,,78704,30.247752376487824,-97.76402662053977,Entire home/apt,145,2,218,2018-08-26,2.39,2,306,0.17422867513611615
35,72833,Central Cottage with bikes!,378744,Ellen,,78731,30.313834122985984,-97.7516134303462,Entire home/apt,85,3,283,2018-09-03,3.1,1,144,0.06533575317604355
36,73005,3BR Convenient Gated Townhome!,128514,Vivian,,78727,30.415185745858587,-97.73018755858163,Entire home/apt,230,2,21,2018-06-23,0.23,1,100,0.32849364791288566
37,73289,Simple 2/2 in Central Austin,382510,Christina,,78705,30.289847073423452,-97.74509867009738,Entire home/apt,110,30,36,2018-06-30,0.39,2,334,0.11070780399274047
38,73898,Close to everything !! Good music!!,387130,Rick,,78749,30.208574214643907,-97.85672910817124,Private room,67,10,26,2018-04-21,0.3,1,315,0.032667876588021776
39,74318,Private Guest House 78704,387918,Amy & Justin,,78704,30.24421869130938,-97.7788476311052,Entire home/apt,110,2,177,2018-08-14,1.95,1,307,0.11070780399274047
40,74716,Welcoming East Austin Guest Suite,393795,Jennifer,,78702,30.27656300664547,-97.72165675491894,Private room,75,2,84,2018-06-11,1.4,1,32,0.047186932849364795
41,74742,Large private room,394019,William,,78704,30.230417431163605,-97.7825576202843,Private room,77,1,5,2018-03-15,0.05,1,256,0.050816696914700546
42,74946,Hyde Park Bungalow - Bikes & Piano!,395036,Nicholas,,78751,30.30912771688942,-97.71798762376132,Private room,60,3,14,2016-10-12,0.15,1,364,0.019963702359346643
43,75174,South Shore Condo on Lady Bird Lake,393905,David,,78702,30.24772803419807,-97.72584017802157,Entire home/apt,130,2,218,2018-08-13,2.39,2,206,0.147005444646098
44,75957,PRIVATE COTTAGE APT-Central Austin,404260,Kelly,,78703,30.29186673173278,-97.76823869053105,Entire home/apt,115,2,236,2018-09-10,2.59,2,343,0.11978221415607986
45,76497,Lovely chic 2 Bdrm Downtown whereAirbnb CEO stays,177441,Ashley,,78703,30.27576814627993,-97.75607875616537,Entire home/apt,152,2,147,2018-08-19,1.61,2,331,0.1869328493647913
46,76501,Upstairs Flat in Central Austin,408534,Kevin And Bob,,78722,30.291378361158465,-97.7190727965373,Entire home/apt,125,2,136,2018-09-02,1.48,1,288,0.13793103448275862
47,76925,Comfy Digs in East Austin,411190,Lynn,,78702,30.255167483565305,-97.72458187535177,Entire home/apt,400,2,13,2015-03-18,0.14,1,360,0.6370235934664247
48,76987,Master Bedroom for Rent,411609,Rob,,78745,30.213086057928066,-97.80864868528805,Private room,75,2,0,,,1,365,0.047186932849364795
49,76996,The Travis Heights Tree House,1665428,Krista,,78704,30.237784314151305,-97.74452591683918,Entire home/apt,68,27,29,2018-08-04,0.32,1,240,0.034482758620689655
50,77162,Quiet house downtown on 9th street!,412919,Caroline,,78701,30.27324773628661,-97.74890931723985,Entire home/apt,350,2,7,2017-03-15,0.09,1,332,0.5462794918330308
51,77347,Room or rooms ,382265,Leslie,,78733,30.33936955650363,-97.88115686229204,Private room,95,2,0,,,2,365,0.08348457350272233
52,77635,"Retro 60's Home,Walk to Zilker,Yard",416628,Carlos,,78704,30.251765472744285,-97.77887625479866,Entire home/apt,159,30,12,2018-08-25,0.16,2,312,0.1996370235934664
53,77639,Sweet South Austin Spot,416628,Carlos,,78704,30.25003442629185,-97.77859167837042,Entire home/apt,245,30,12,2018-03-31,0.25,2,334,0.35571687840290384
54,78127,*Luxury Home Downtown* walk to 6th/ Free parking!,419707,Julia,,78701,30.275201632146803,-97.74863152048063,Entire home/apt,200,2,3,2016-04-17,0.03,2,77,0.27404718693284935
55,78242,Huge house for SXSW,420207,Cherilyn,,78745,30.221884605118976,-97.80975899350292,Entire home/apt,280,7,0,,,1,179,0.4192377495462795
56,78422,Living the Dream on Richardine,421002,E. Dixie,,78702,30.273241748239066,-97.71173177475292,Private room,50,1,1,2011-03-17,0.01,1,37,0.0018148820326678765
57,78584,East 2nd Street Charmer!,422239,Cristina,,78702,30.26277637546792,-97.73529236455514,Entire home/apt,176,2,74,2018-08-23,0.96,3,306,0.23049001814882034
58,78731,Beautiful East Austin House,423131,Robin,,78702,30.269835136442897,-97.728741081514,Private room,85,2,115,2018-09-03,1.46,1,67,0.06533575317604355
59,78749,"Luxury Downtown Condo, Walk to Everything!",423241,Breanne,,78701,30.270658597557322,-97.74140397985121,Entire home/apt,209,30,6,2017-03-15,0.07,2,21,0.29038112522686027
60,78757,Nice Room Great House near Zilker,374529,Alyson & Max,,78704,30.247159593490053,-97.78199687002085,Private room,66,2,72,2018-09-03,0.79,4,350,0.030852994555353903
61,78831,Cool Hyde Park efficiency apartment,423840,Marcus,,78751,30.31261550669584,-97.72543194474908,Entire home/apt,109,2,286,2018-09-09,3.13,1,159,0.1088929219600726
62,78884,Beautiful Zilker Park Condo next to Downtown!,424158,Lynne,,78704,30.260877343037446,-97.77437659757194,Entire home/apt,89,2,82,2018-09-08,0.9,1,260,0.07259528130671507
63,78898,South Austin studio guest house,424128,Jaime,,78704,30.251260559853762,-97.77172821396576,Entire home/apt,89,2,196,2018-09-09,2.15,1,38,0.07259528130671507
64,78908,Cool South Central Home for rent,424338,Patty,,78704,30.235963265561104,-97.78299258304232,Entire home/apt,400,1,4,2012-11-20,0.05,1,364,0.6370235934664247
65,78974,78704 Detached Garden  Cottage,424835,Dan,,78704,30.239156368467693,-97.76487354288946,Entire home/apt,85,1,383,2018-09-03,4.2,1,343,0.06533575317604355
66,78993,NEWLY REMODELED CENTRAL AUSTIN HOME SLEEPS 5-6,424999,Emily,,78731,30.32787482716867,-97.75442357332226,Entire home/apt,500,2,4,2018-05-20,0.04,1,107,0.8185117967332124
67,79100,Poolside Glass Casita-Close to Mueller Park-30 day,425706,Robert,,78723,30.30970699919523,-97.69480467267452,Entire home/apt,85,30,17,2018-05-09,0.25,7,339,0.06533575317604355
68,79432,Carriage House Apartment,427758,Ford,,78703,30.280900628317656,-97.76065402246859,Entire home/apt,119,30,50,2018-06-30,0.55,1,143,0.12704174228675136
69,80025,HOUSE SXSW Only. NEW LISTING,428761,David,,78722,30.298076340397788,-97.71338910760932,Private room,600,5,4,2018-01-23,0.05,1,365,1.0
70,80494,SXSW!!!! 3BR/2BA house in South Austin,434998,Greg,,78748,30.1848802371418,-97.83152173317451,Entire home/apt,100,3,7,2017-11-25,0.09,1,49,0.0925589836660617
71,80725,Central Austin Home ,436771,Merlyn,,78703,30.28407948256163,-97.76828103269035,Entire home/apt,400,4,0,,,1,365,0.6370235934664247
72,83322,Loft on Cupid's Bluff,454099,Melissa & Bill,,78735,30.238242000664297,-97.80747586882084,Entire home/apt,95,3,172,2018-06-04,1.92,1,239,0.08348457350272233
73,85997,Cozy Room In Cozy Central East House,471881,Stephanie,,78702,30.274517739832373,-97.70650148514994,Private room,69,1,5,2018-08-04,0.22,2,329,0.036297640653357534
74,89475,4 Bed Contemporary w/2 Living Rooms,487072,Greg & Amanda,,78757,30.35668966150045,-97.72657751633793,Entire home/apt,199,5,66,2018-08-29,0.9,10,220,0.27223230490018147
75,90898,SOCO One private room in a 2B house - eclectic,236847,Lester,,78704,30.246655396832903,-97.74760301002009,Private room,99,1,52,2016-05-12,0.58,1,365,0.09074410163339383
76,104099,Zilker Guesthouse,213651,Daniel,,78704,30.25456000910768,-97.77551036186114,Entire home/apt,94,2,114,2018-09-02,1.34,2,62,0.08166969147005444
77,104386,South Austin Cottage 78704 - 2BR,543367,Mary,,78704,30.242577594354895,-97.76141189804308,Entire home/apt,77,31,121,2018-04-16,1.36,2,359,0.050816696914700546
78,113779,Spacious 1BR w/ Office in Hyde Park,578211,Pete,,78751,30.30326257803357,-97.73057308909307,Entire home/apt,119,5,47,2018-05-31,0.58,9,332,0.12704174228675136
79,113791,Avenue G Guesthouse in Hyde Park,578249,Larry And Susan,,78751,30.302204468266837,-97.73012946733522,Private room,60,30,12,2018-06-22,0.14,2,303,0.019963702359346643
80,126451,Spacious Central Austin Oasis,627253,Mark,,78705,30.297637928013486,-97.7448546234797,Entire home/apt,150,4,0,,,1,0,0.18330308529945555
81,128326,Austin City Limits-Private Pool by Nature Preserve,634580,Morrie And Rachel,,78736,30.243949346081987,-98.00243686589924,Entire home/apt,295,3,23,2018-09-03,0.27,2,348,0.44646098003629764
82,140474,Historic Hyde Park Home By Downtown,578211,Pete,,78751,30.302263848280997,-97.73142564115129,Entire home/apt,136,5,41,2018-08-18,0.49,9,238,0.15789473684210525
83,140504,1915 Home w/1BR With Modern Flare,578211,Pete,,78751,30.302424064766218,-97.72953789513771,Entire home/apt,119,5,34,2018-05-28,0.4,9,305,0.12704174228675136
84,140561,ELEGANT 4 B.R. HOME NEAR DOWNTOWN,41259,Vincent,,78744,30.161266292418514,-97.7843010386566,Entire home/apt,159,2,26,2018-08-26,0.33,3,315,0.1996370235934664
85,140651,4BR/2BA Sleeps 12 Walk to Soco,684923,Turnkey Vacation Rentals,,78704,30.246474685889524,-97.74269377586785,Entire home/apt,504,2,22,2018-08-12,0.26,1,343,0.8257713248638838
86,141550,"Sweet, Sexy Studio in the '02",688306,Epiphany,,78702,30.255819612800607,-97.72709090146904,Entire home/apt,107,1,345,2018-09-09,4.04,1,141,0.10526315789473684
87,145210,Maiden Lane Guesthouse,475506,Dan,,78705,30.302187479963827,-97.74142737837057,Entire home/apt,129,3,143,2018-08-24,2.02,1,306,0.14519056261343014
88,146153,CUTE CHERRYWOOD BUNGALOW,707052,Julie,,78722,30.28917245241659,-97.71148066371953,Entire home/apt,100,28,19,2018-07-29,0.24,1,278,0.0925589836660617
89,154103,"4 BDR Home Ideal for SXSW, F1, ACL",741170,Scott,,78704,30.25149969245044,-97.78205851294504,Entire home/apt,373,3,12,2018-05-05,0.14,1,141,0.588021778584392
90,155359,TheTramHouse- Austin's Best Secret,372205,Keith,,78732,30.418129720374356,-97.88914786168036,Entire home/apt,105,7,30,2018-06-17,0.36,4,97,0.10163339382940109
91,166561,SOCO ItZ bitZ Bungalow,347068,Particular Properties,,78704,30.24153578251124,-97.761210734763,Entire home/apt,69,2,303,2018-08-25,3.48,2,6,0.036297640653357534
92,172104,South Austin- close to the action!,746286,Isabel,,78745,30.19317562023773,-97.82095101635944,Entire home/apt,129,3,3,2016-10-10,0.08,1,106,0.14519056261343014
93,174023,GREAT HOME INVITING & SPACIOUS ATX,41259,Vincent,,78744,30.163735306873388,-97.7816305939526,Entire home/apt,139,2,21,2018-06-10,0.27,3,332,0.16333938294010888
94,174828,4bd/2ba Central Austin Retreat,835236,Jenny,,78752,30.33106536876423,-97.71419703451352,Entire home/apt,350,2,244,2018-09-04,2.87,1,321,0.5462794918330308
95,175882,CENTRAL AUSTIN- Treehouse Bungalow,840773,Katy,,78703,30.278685327481643,-97.75311093861794,Entire home/apt,205,2,26,2018-09-03,0.31,1,223,0.2831215970961887
96,179044,MidCenturySanctuary-2mi to downtown,857026,Lucy,,78741,30.231050179559542,-97.71109011364521,Private room,65,2,0,,,1,86,0.029038112522686024
97,184853,78704  South Austin 2 Bedroom getaway,518748,Rachel,,78704,30.241093417863226,-97.7747112593917,Entire home/apt,150,7,0,,,1,363,0.18330308529945555
98,202187,South Congress Studio Apartment,989596,John,,78704,30.24776097039163,-97.74527209281084,Entire home/apt,85,1,583,2018-08-28,6.88,2,284,0.06533575317604355
99,202753,Parkside Loft - Large Bedroom & Sitting Area.,729047,Tracy,,78703,30.27571146181705,-97.75819056243648,Private room,300,2,2,2018-04-30,0.41,1,66,0.455535390199637
100,207054,2BR Mid-Century Home 1 Mi. to Downtown & Ladybird,1018853,Merri Gale & Donald,,78741,30.245938627067858,-97.73130169560885,Entire home/apt,124,2,89,2018-09-04,1.06,1,151,0.13611615245009073
101,208897,"Light, fresh, East Austin home",1029071,Suzanne,,78702,30.26350417172688,-97.70097323457465,Entire home/apt,184,2,43,2018-09-03,0.78,1,78,0.24500907441016334
102,214795,Cute Condo Close to Zilker & Dwntwn,1109019,Kristi,,78704,30.253407866553268,-97.77368842845209,Entire home/apt,99,2,36,2018-03-30,0.42,1,333,0.09074410163339383
103,217637,East Austin Charmer -- Super Cozy,307872,T.M.,,78722,30.28913029934579,-97.71844102175957,Entire home/apt,79,2,99,2018-08-26,1.22,1,147,0.0544464609800363
104,219168,SOCO Living,1134580,Kalu,,78704,30.2450257796992,-97.745307940655,Entire home/apt,250,2,8,2016-10-09,0.1,1,0,0.3647912885662432
105,219202,Quiet Bungalow- short walk downtown,1134885,Edie,,78702,30.25665515989901,-97.72745620910301,Entire home/apt,145,3,226,2018-09-08,2.66,2,282,0.17422867513611615
106,221348,Beautiful Private Artist Studio Overlooking Dwntwn,1148288,Clayton,,78741,30.24306667243421,-97.73332446968463,Entire home/apt,95,2,119,2018-09-04,1.53,3,278,0.08348457350272233
107,221353,3bd / 2ba House in Old Travis Heights,1148288,Clayton,,78741,30.244079486354273,-97.73495829743591,Entire home/apt,150,2,21,2018-08-12,0.37,3,176,0.18330308529945555
108,224603,Modern Studio Loft,1169129,David And Kristy,,78751,30.30787789303658,-97.72679359524423,Entire home/apt,94,3,102,2017-10-23,1.2,1,0,0.08166969147005444
109,227372,Allens Boots Loft on South Congress,1185793,Sean And Lauren,,78704,30.248459601266,-97.75076710826477,Entire home/apt,295,2,125,2018-08-27,1.58,1,326,0.44646098003629764
110,228217,"3 bedroom house near lakes,ACL&SXSW",1182382,Sharon,,78728,30.458306824114164,-97.68721835783536,Entire home/apt,350,4,0,,,1,365,0.5462794918330308
111,228410,ATOMIC RANCH HOUSE- POOL- OFF EAST 51ST & TORCHYS,425706,Robert,,78723,30.309947968109583,-97.69553037883715,Entire home/apt,290,30,0,,,7,340,0.43738656987295826
112,230976,Huge Room - Beautiful View on 5 acres - King Bed,1207603,Cj,,78737,30.170298579912576,-97.96974242432209,Private room,79,1,61,2018-09-09,1.14,3,352,0.0544464609800363
113,233930,The Treehouse 1930's Hyde Park Home,578211,Pete,,78751,30.302706087188266,-97.7312286093732,Entire home/apt,159,5,46,2018-07-27,0.56,9,339,0.1996370235934664
114,234194,Beautiful Room on 5 acres,1207603,Cj,,78737,30.172783218125982,-97.97299991900073,Private room,59,1,32,2018-01-21,0.6,3,337,0.018148820326678767
115,237705,Remodeled Bungalow Downtown Eastside!,1246229,Elizabeth,,78702,30.254088789391986,-97.72565848619774,Entire home/apt,450,1,20,2018-07-29,0.24,3,16,0.7277676950998185
116,238657,Hill House in Wonderful Bouldin!,1250939,Kerry,,78704,30.253676205348093,-97.75669781077823,Entire home/apt,150,2,53,2018-08-24,1.36,4,244,0.18330308529945555
117,238712,Perfect Aust-Inn & Retreat,1246782,Glen,,78731,30.349368892257075,-97.76624587417685,Entire home/apt,299,2,1,2014-03-13,0.02,3,365,0.4537205081669691
118,240541,Stay in the Birdhouse! East/Downtow,1246229,Elizabeth,,78702,30.254258439333906,-97.7243133726925,Entire home/apt,81,1,217,2018-09-09,2.72,3,37,0.05807622504537205
119,244785,Tranquil East Austin Guesthouse: Summer Getaway!,1284548,Gwen & Richard,,78702,30.279170111567325,-97.715639489863,Entire home/apt,90,1,470,2018-08-25,5.61,1,59,0.07441016333938294
120,247770,Lovely House In Hip East Austin,1298575,Gloria,,78723,30.30339916960381,-97.68496239535801,Entire home/apt,175,2,1,2012-03-13,0.01,1,0,0.22867513611615245
121,248515,Cute Eastside Bungalow - A Haven for Summer Heat,1208485,Caitlin,,78702,30.25434405741899,-97.7282454387986,Entire home/apt,500,2,16,2018-08-11,0.2,2,364,0.8185117967332124
122,259845,East Side Brand new! Close UT-DownT,1143953,Linda And Lia,,78702,30.271704509488732,-97.71703811464458,Private room,65,1,50,2018-08-19,0.63,2,299,0.029038112522686024
123,269200,SXSW House 10 Minutes from Downtown,831267,Jesse,,78753,30.38342431108326,-97.66610784326616,Private room,550,4,0,,,1,365,0.9092558983666061
124,271052,Clean & Comfy South Austin Condo!,1418696,Kelsey,,78704,30.253085253818607,-97.77375402681007,Entire home/apt,350,3,18,2018-03-15,0.23,1,358,0.5462794918330308
125,273064,Home for the Holidays!  Rooftop Deck w/ View,1428893,Ryan,,78741,30.238838892479023,-97.7348553129602,Entire home/apt,275,7,1,2012-03-19,0.01,1,0,0.4101633393829401
126,276522,Cozy Zilker Condo,1407108,Heather,,78704,30.25385648846353,-97.77518490778914,Entire home/apt,125,3,249,2018-08-05,3.04,1,54,0.13793103448275862
127,277028,Cozy 3 Bedroom In the Heart of ATX ,746455,Michael,,78703,30.282811331780877,-97.76417107180927,Entire home/apt,299,1,30,2017-05-16,0.36,4,359,0.4537205081669691
128,281182,Great House 1 block from Metro Rail,1465788,Michelle,,78702,30.280911614258148,-97.70808601967529,Entire home/apt,350,2,21,2018-08-28,0.27,1,350,0.5462794918330308
129,282342,Terrific 3bed 2.5bath Kitchen Garage whole Home,1471597,Chris,,78758,30.36663211009469,-97.70872316193537,Entire home/apt,69,45,16,2017-05-11,0.2,1,113,0.036297640653357534
130,286029,Vintage Modern Home - VERY Central!,1488733,Brooke,,78704,30.25863522005164,-97.75981264024207,Entire home/apt,222,1,147,2018-08-29,1.8,30,326,0.3139745916515426
131,287303,"NICE HOME 3 BR BUDGETARY 
CLOSE TO DOWNTOWN AUSTIN",41259,Vincent,,78744,30.18028850992972,-97.76979792932032,Entire home/apt,99,2,27,2018-09-02,0.4,3,315,0.09074410163339383
132,294708,3BR/3BA+1Loft SOCO Area Convenient and Spacious,1523587,Dallas,,78704,30.23222929103884,-97.74578736421196,Entire home/apt,245,2,186,2018-08-18,2.35,20,333,0.35571687840290384
133,295275,Stylish 3/2/2 with large backyard,1282837,Joseph,,78745,30.18843520863853,-97.78974968110504,Entire home/apt,210,30,49,2018-06-30,0.62,2,315,0.29219600725952816
134,299282,Beautiful Hyde Park Home near UT,1541934,Margo,,78751,30.309440065410882,-97.73180773697395,Entire home/apt,195,28,34,2018-01-02,0.43,11,179,0.26497277676951
135,300574,ACL READY Hip Retro Groovy LOFT South Austin Style,167892,Veronica,,78704,30.257207981488172,-97.75563315849728,Entire home/apt,135,2,263,2018-08-19,3.29,3,323,0.1560798548094374
136,301701,Super Comfortable Room1 Scenic Area,1554241,April,,78759,30.41396289177889,-97.75982768043907,Private room,79,1,1,2012-03-14,0.01,4,365,0.0544464609800363
137,304387,Studio Apartment 3min from Downtown,1148288,Clayton,,78741,30.24375407825909,-97.73520873900956,Private room,115,2,17,2017-05-21,0.41,3,318,0.11978221415607986
138,304808,Spanish Hacienda mile from downtown,1566930,Chris,,78702,30.274477006876456,-97.72692243082199,Private room,62,2,226,2018-08-24,2.79,1,295,0.023593466424682397
139,304866,Big cute clean Casita in SxSAustin!,1568741,Jim O',,78745,30.209481096207114,-97.769691984843,Entire home/apt,65,3,90,2018-08-05,1.11,12,358,0.029038112522686024
140,305392,★ ACL Downtown ★ 4 Bedrooms ★ Walk everywhere!,117233,Paige,,78702,30.25518378012373,-97.73289163335714,Entire home/apt,525,3,8,2018-03-14,0.12,2,52,0.8638838475499092
141,310199,Cute efficiency for SXSW!,1595014,Laurie,,78758,30.354904967339788,-97.70548599950148,Private room,100,5,0,,,1,0,0.0925589836660617
142,313973,Barton Hills Man Cave Very Private,374529,Alyson & Max,,78704,30.251905675024794,-97.78115707325209,Private room,125,2,22,2017-10-16,0.28,4,49,0.13793103448275862
143,314152,2 bdrm Condo at  360 Bridge,1614097,Denise,,78730,30.356719778147816,-97.79620866803532,Entire home/apt,350,4,0,,,1,0,0.5462794918330308
144,315239,Very convenient for SxSW,1617870,John,,78745,30.213503012917165,-97.78090055203701,Entire home/apt,600,3,2,2014-03-17,0.03,1,365,1.0
145,316630,"Hip, convenient home in 78704!",1626165,Gretchen,,78704,30.254314568458305,-97.75577979365409,Entire home/apt,400,3,9,2015-03-24,0.11,1,0,0.6370235934664247
146,316885,Coming home Master Bedroom,1554241,April,,78759,30.41401163808722,-97.76193894528627,Private room,125,1,3,2014-09-20,0.06,4,365,0.13793103448275862
147,316886,Ture sanctuary for comfort & peace,1554241,April,,78759,30.414688847111766,-97.76042001764306,Private room,79,1,1,2014-06-28,0.02,4,365,0.0544464609800363
148,317148,Exotic Artisan Home in Central East Austin,1628379,Martina,,78702,30.267639352407972,-97.70976260873665,Entire home/apt,250,2,31,2018-07-22,0.39,1,261,0.3647912885662432
149,319759,█ Swanky Townhome+Rooftop | Downtown | 6th Street!,814883,Kristen,,78702,30.264804822158087,-97.73428325945805,Entire home/apt,75,2,175,2018-08-12,2.21,12,316,0.047186932849364795
150,319894,The Perfect Modern Austin Home,1640172,Gary,,78724,30.284133563700074,-97.64926703823228,Entire home/apt,230,2,24,2018-09-02,0.3,2,334,0.32849364791288566
151,320161,Country Road Room 5,1427814,Andrea,,78747,30.162039960032764,-97.73744485012207,Private room,55,2,10,2018-05-30,0.13,9,334,0.010889292196007259
152,321636,Chic 1953 Spartanette Guesthouse,1647037,Sara,,78702,30.277523380089523,-97.71919076337385,Entire home/apt,95,1,343,2018-08-27,4.29,2,155,0.08348457350272233
153,321675,3/2 House w/ Pool in Barton Hills,1142525,James,,78704,30.250902656211977,-97.78843334622913,Entire home/apt,500,1,13,2015-10-04,0.19,1,0,0.8185117967332124
154,321718,Casa De Senor Don Gato,1647403,David,,78704,30.243911950653626,-97.77202810629349,Entire home/apt,475,3,9,2018-03-13,0.13,1,365,0.7731397459165155
155,321857,Downtown Austin Escape - 3 blocks to 6th (2BD/2BA),1648227,Kristian,,78702,30.267505200256085,-97.732202322928,Entire home/apt,240,1,166,2018-08-19,2.06,3,153,0.3466424682395644
